	0.0	0.5333333333333333	1.0666666666666667	1.6	2.1333333333333333	2.6666666666666665	3.2	3.7333333333333334	4.266666666666667	4.8	5.333333333333333	5.866666666666666	6.4	6.933333333333334	7.466666666666667	8.0	8.533333333333333	9.066666666666666	9.6	10.133333333333333	10.666666666666666	11.2	11.733333333333333	12.266666666666666	12.8	13.333333333333334	13.866666666666667	14.4	14.933333333333334	15.466666666666667	16.0	16.53333333333333	17.066666666666666	17.6	18.133333333333333	18.666666666666668	19.2	19.733333333333334	20.266666666666666	20.8	21.333333333333332	21.866666666666667	22.4	22.933333333333334	23.466666666666665	24.0	24.53333333333333	25.066666666666666	25.6	26.133333333333333	26.666666666666668	27.2	27.733333333333334	28.266666666666666	28.8	29.333333333333332	29.866666666666667	30.4	30.933333333333334	31.466666666666665	32.0	32.53333333333333	33.06666666666666	33.6	34.13333333333333	34.666666666666664	35.2	35.733333333333334	36.266666666666666	36.8	37.333333333333336	37.86666666666667	38.4	38.93333333333333	39.46666666666667	40.0	40.53333333333333	41.06666666666666	41.6	42.13333333333333	42.666666666666664	43.2	43.733333333333334	44.266666666666666	44.8	45.333333333333336	45.86666666666667	46.4	46.93333333333333	47.46666666666667	48.0	48.53333333333333	49.06666666666666	49.6	50.13333333333333	50.666666666666664	51.2	51.733333333333334	52.266666666666666	52.8	53.333333333333336	53.86666666666667	54.4	54.93333333333333	55.46666666666667	56.0	56.53333333333333	57.06666666666666	57.6	58.13333333333333	58.666666666666664	59.199999999999996	59.733333333333334	60.266666666666666	60.8	61.333333333333336	61.86666666666667	62.4	62.93333333333333	63.46666666666667	64.0	64.53333333333333	65.06666666666666	65.6	66.13333333333333	66.66666666666667	67.2	67.73333333333333	68.26666666666667	68.8	69.33333333333333	69.86666666666666	70.4	70.93333333333334	71.46666666666667	72.0	72.53333333333333	73.06666666666666	73.6	74.13333333333333	74.66666666666667	75.2	75.73333333333333	76.26666666666667	76.8	77.33333333333333	77.86666666666666	78.4	78.93333333333334	79.46666666666667	80.0
0.0	3.8303391934280114e-174	1.5304831228193467e-169	5.304610846903562e-165	1.5948218857216707e-160	4.15914937632497e-156	9.408719551864345e-152	1.8462486999104643e-147	3.1425598320364234e-143	4.6399209476773415e-139	5.942528610258018e-135	6.601850036642919e-131	6.362000549458505e-127	5.318086822412505e-123	3.856122464617989e-119	2.4253805270029306e-115	1.323252211341897e-111	6.262374624302113e-108	2.5708049864517425e-104	9.154463485409232e-101	2.827680478100124e-97	7.576374680385137e-94	1.7608656769411769e-90	3.549970025500952e-87	6.208073035900807e-84	9.41721797358156e-81	1.2391449227534158e-77	1.414344657647907e-74	1.4003031979493668e-71	1.2026038243790404e-68	8.958942603816575e-66	5.789280623296601e-63	3.245085341167845e-60	1.5778340257773212e-57	6.654726108366098e-55	2.4346286468387608e-52	7.726253326098123e-50	2.1268596546672247e-47	5.0785811472073605e-45	1.0519125412848206e-42	1.8899509952982437e-40	2.9454735531898326e-38	3.981927839881777e-36	4.669445566974479e-34	4.749751869070297e-32	4.190928014579772e-30	3.207621781097276e-28	2.129559506684053e-26	1.226394177962455e-24	6.126381729154947e-23	2.654677085696165e-21	9.978218785590108e-20	3.253329242906463e-18	9.201035054779309e-17	2.257246703260325e-15	4.8034695632419386e-14	8.866755492656028e-13	1.4197376377339353e-11	1.9719011151982892e-10	2.3757232237520143e-09	2.482791371069661e-08	2.2507034943851823e-07	1.7698237418409888e-06	1.2071894241062052e-05	7.14256992832708e-05	0.0003665787226674383	0.001631975670144285	0.006302223196888922	0.021110939132397637	0.061341586052788034	0.1546094808865988	0.33802663081213324	0.6410610420310828	1.054584848086096	1.5048643121786038	1.862716804222705	2.0	1.862716804222705	1.5048643121786094	1.054584848086096	0.6410610420310828	0.33802663081213324	0.1546094808865988	0.061341586052788034	0.021110939132397637	0.006302223196888922	0.001631975670144285	0.0003665787226674383	7.14256992832708e-05	1.2071894241062352e-05	1.7698237418409888e-06	2.2507034943851823e-07	2.482791371069696e-08	2.3757232237520483e-09	1.9719011151982892e-10	1.4197376377339353e-11	8.866755492656186e-13	4.8034695632418364e-14	2.257246703260325e-15	9.201035054779309e-17	3.2533292429065553e-18	9.978218785589896e-20	2.654677085696165e-21	6.126381729154947e-23	1.2263941779624899e-24	2.129559506684053e-26	3.207621781097276e-28	4.190928014579891e-30	4.749751869070432e-32	4.669445566974479e-34	3.981927839881777e-36	2.9454735531899584e-38	1.889950995298324e-40	1.0519125412848206e-42	5.0785811472073605e-45	2.1268596546673154e-47	7.726253326097904e-50	2.4346286468387608e-52	6.654726108366098e-55	1.577834025777411e-57	3.245085341167845e-60	5.789280623296601e-63	8.958942603816575e-66	1.2026038243791087e-68	1.4003031979495258e-71	1.4143446576480679e-74	1.2391449227533102e-77	9.417217973581025e-81	6.208073035900807e-84	3.549970025500952e-87	1.760865676941277e-90	7.576374680385998e-94	2.8276804781004456e-97	9.154463485408451e-101	2.5708049864515966e-104	6.262374624302113e-108	1.323252211341897e-111	2.4253805270029306e-115	3.856122464617989e-119	5.31808682241311e-123	6.3620005494592285e-127	6.601850036642168e-131	5.942528610258018e-135	4.6399209476773415e-139	3.1425598320364234e-143	1.8462486999104643e-147	9.408719551865949e-152	4.159149376325443e-156	1.5948218857214894e-160	5.30461084690296e-165	1.5304831228193467e-169	3.8303391934280114e-174
0.01	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.02	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.03	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.04	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.05	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.06	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.07	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.08	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.09	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.1	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.11	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.12	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.13	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.14	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.15	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.16	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.17	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.18	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.19	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.2	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.21	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.22	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.23	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.24	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
0.25	3.8303391934280114e-174																																																																																																																																																						3.8303391934280114e-174
